,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,255,0,0,1.125,1.125,1.125,[0],[0],[0],[0],[0],[0],[0],[0]
1,[0],10,5,1,100,80,255,0,1,0.1,1.225,2.35,[0],[0],[0],[0],[0],[0],[0],[0]
2,[0],10,5,1,100,80,255,0,2,0.725,1.95,4.3,[0],[0],[0],[0],[0],[0],[0],[0]
3,[0],10,5,1,100,80,255,0,3,0.025,1.975,6.275,[0],[0],[0],[0],[0],[0],[0],[0]
4,[0],10,5,1,100,80,255,0,4,0.55,2.525,8.8,[0],[0],[0],[0],[0],[0],[0],[0]
5,[0],10,5,1,100,80,255,1,0,1.2,3.725,12.525,[0],[0],[0],[0],[0],[0],[0],[0]
6,[0],10,5,1,100,80,255,1,1,1.0125,4.7375,17.2625,[0],[0],[0],[0],[0],[0],[0],[0]
7,[0],10,5,1,100,80,255,1,2,0.075,4.8125,22.075,[0],[0],[0],[0],[0],[0],[0],[0]
8,[0],10,5,1,100,80,255,1,3,0.9,5.7125,27.7875,[0],[0],[0],[0],[0],[0],[0],[0]
9,[0],10,5,1,100,80,255,1,4,0.7375,6.45,34.2375,[0],[0],[0],[0],[0],[0],[0],[0]
10,[0],10,5,1,100,80,255,2,0,0.1375,6.5875,40.825,[0],[0],[0],[0],[0],[0],[0],[0]
11,[0],10,5,1,100,80,255,2,1,0.5,7.0875,47.9125,[0],[0],[0],[0],[0],[0],[0],[0]
12,[0],10,5,1,100,80,255,2,2,0.85,7.9375,55.85,[0],[0],[0],[0],[0],[0],[0],[0]
13,[0],10,5,1,100,80,255,2,3,0.9,8.8375,64.6875,[0],[0],[0],[0],[0],[0],[0],[0]
14,[0],10,5,1,100,80,255,2,4,0.1,8.9375,73.625,[0],[0],[0],[0],[0],[0],[0],[0]
15,[0],10,5,1,100,80,255,3,0,0.5875,9.525,83.15,[0],[0],[0],[0],[0],[0],[0],[0]
16,[0],10,5,1,100,80,255,3,1,0.4625,9.9875,93.1375,[0],[0],[0],[0],[0],[0],[0],[0]
17,[0],10,5,1,100,80,255,3,2,1.05,11.0375,104.175,[0],[0],[0],[0],[0],[0],[0],[0]
18,[0],10,5,1,100,80,255,3,3,0.75,11.7875,115.9625,[0],[0],[0],[0],[0],[0],[0],[0]
19,[0],10,5,1,100,80,255,3,4,0.8375,12.625,128.5875,[0],[0],[0],[0],[0],[0],[0],[0]
20,[0],10,5,1,100,80,255,4,0,0.6875,13.3125,141.9,[0],[0],[0],[0],[0],[0],[0],[0]
21,[0],10,5,1,100,80,255,4,1,0.5625,13.875,155.775,[0],[0],[0],[0],[0],[0],[0],[0]
22,[0],10,5,1,100,80,255,4,2,1.2125,15.0875,170.8625,[0],[0],[0],[0],[0],[0],[0],[0]
23,[0],10,5,1,100,80,255,4,3,0.125,15.2125,186.075,[0],[0],[0],[0],[0],[0],[0],[0]
24,[0],10,5,1,100,80,255,4,4,0.5375,15.75,201.825,[0],[0],[0],[0],[0],[0],[0],[0]
25,[0],10,5,1,100,80,255,5,0,0.5125,16.2625,218.0875,[0],[0],[0],[0],[0],[0],[0],[0]
26,[0],10,5,1,100,80,255,5,1,0.7875,17.05,235.1375,[0],[0],[0],[0],[0],[0],[0],[0]
27,[0],10,5,1,100,80,255,5,2,0.075,17.125,252.2625,[0],[0],[0],[0],[0],[0],[0],[0]
28,[0],10,5,1,100,80,255,5,3,0.725,17.85,270.1125,[0],[0],[0],[0],[0],[0],[0],[0]
29,[0],10,5,1,100,80,255,5,4,0.4125,18.2625,288.375,[0],[0],[0],[0],[0],[0],[0],[0]
30,[0],10,5,1,100,80,255,6,0,0.475,18.7375,307.1125,[0],[0],[0],[0],[0],[0],[0],[0]
31,[0],10,5,1,100,80,255,6,1,0.075,18.8125,325.925,[0],[0],[0],[0],[0],[0],[0],[0]
32,[0],10,5,1,100,80,255,6,2,0.275,19.0875,345.0125,[0],[0],[0],[0],[0],[0],[0],[0]
33,[0],10,5,1,100,80,255,6,3,1.125,20.2125,365.225,[0],[0],[0],[0],[0],[0],[0],[0]
34,[0],10,5,1,100,80,255,6,4,0.725,20.9375,386.1625,[0],[0],[0],[0],[0],[0],[0],[0]
35,[0],10,5,1,100,80,255,7,0,1.05,21.9875,408.15,[0],[0],[0],[0],[0],[0],[0],[0]
36,[0],10,5,1,100,80,255,7,1,0.9375,22.925,431.075,[0],[0],[0],[0],[0],[0],[0],[0]
37,[0],10,5,1,100,80,255,7,2,0.5125,23.4375,454.5125,[0],[0],[0],[0],[0],[0],[0],[0]
38,[0],10,5,1,100,80,255,7,3,1.1375,24.575,479.0875,[0],[0],[0],[0],[0],[0],[0],[0]
39,[0],10,5,1,100,80,255,7,4,0.6625,25.2375,504.325,[0],[0],[0],[0],[0],[0],[0],[0]
40,[0],10,5,1,100,80,255,8,0,0.8625,26.1,530.425,[0],[0],[0],[0],[0],[0],[0],[0]
41,[0],10,5,1,100,80,255,8,1,0.2375,26.3375,556.7625,[0],[0],[0],[0],[0],[0],[0],[0]
42,[0],10,5,1,100,80,255,8,2,0.6,26.9375,583.7,[0],[0],[0],[0],[0],[0],[0],[0]
43,[0],10,5,1,100,80,255,8,3,0.8125,27.75,611.45,[0],[0],[0],[0],[0],[0],[0],[0]
44,[0],10,5,1,100,80,255,8,4,0.7875,28.5375,639.9875,[0],[0],[0],[0],[0],[0],[0],[0]
45,[0],10,5,1,100,80,255,9,0,1.025,29.5625,669.55,[0],[0],[0],[0],[0],[0],[0],[0]
46,[0],10,5,1,100,80,255,9,1,1.1,30.6625,700.2125,[0],[0],[0],[0],[0],[0],[0],[0]
47,[0],10,5,1,100,80,255,9,2,0.25,30.9125,731.125,[0],[0],[0],[0],[0],[0],[0],[0]
48,[0],10,5,1,100,80,255,9,3,0.975,31.8875,763.0125,[0],[0],[0],[0],[0],[0],[0],[0]
49,[0],10,5,1,100,80,255,9,4,0.5625,32.45,795.4625,[0],[0],[0],[0],[0],[0],[0],[0]
