,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.825,0.825,0.825,0.825,0.825,True
1,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.9,1.725,2.55,1.725,2.55,True
2,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.2,1.925,4.475,1.925,4.475,True
3,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.025,1.95,6.425,1.95,6.425,True
4,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.7,2.65,9.075,2.65,9.075,True
5,[1],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.5625,3.2125,12.2875,3.2125,12.2875,True
6,[1],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.7625,3.975,16.2625,3.975,16.2625,True
7,[1],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.4875,4.4625,20.725,4.4625,20.725,True
8,[1],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.075,4.5375,25.2625,4.5375,25.2625,True
9,[1],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.3375,4.875,30.1375,4.875,30.1375,True
10,[2],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.925,5.8,35.9375,5.8,35.9375,True
11,[2],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.2125,7.0125,42.95,7.0125,42.95,True
12,[2],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.125,8.1375,51.0875,8.1375,51.0875,True
13,[2],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.2375,9.375,60.4625,9.375,60.4625,True
14,[2],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.6125,9.9875,70.45,9.9875,70.45,True
15,[3],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.775,10.7625,81.2125,10.7625,1.2125,True
16,[3],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.0125,11.775,92.9875,11.775,12.9875,True
17,[3],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.5875,12.3625,105.35,12.3625,25.35,True
18,[3],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.1875,13.55,118.9,13.55,38.9,True
19,[3],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.1875,14.7375,133.6375,14.7375,53.6375,True
20,[4],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.5375,15.275,148.9125,15.275,68.9125,True
21,[4],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.125,15.4,164.3125,15.4,4.3125,True
22,[4],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.6375,16.0375,180.35,16.0375,20.35,True
23,[4],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.675,16.7125,197.0625,16.7125,37.0625,True
24,[4],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.2,17.9125,214.975,17.9125,54.975,True
25,[5],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.6375,18.55,233.525,18.55,73.525,True
26,[5],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.7625,19.3125,252.8375,19.3125,12.8375,True
27,[5],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.2125,20.525,273.3625,20.525,33.3625,True
28,[5],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.4375,20.9625,294.325,20.9625,54.325,True
29,[5],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.3375,21.3,315.625,21.3,75.625,True
30,[6],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.225,22.525,338.15,22.525,18.15,True
31,[6],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.85,23.375,361.525,23.375,41.525,True
32,[6],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.625,24.0,385.525,24.0,65.525,True
33,[6],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.825,24.825,410.35,24.825,10.35,True
34,[6],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.0375,25.8625,436.2125,25.8625,36.2125,True
35,[7],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.925,26.7875,463.0,26.7875,63.0,True
36,[7],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.2625,27.05,490.05,27.05,10.05,True
37,[7],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.1375,27.1875,517.2375,27.1875,37.2375,True
38,[7],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.25,27.4375,544.675,27.4375,64.675,True
39,[7],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.8125,28.25,572.925,28.25,12.925,True
40,[8],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.45,28.7,601.625,28.7,41.625,True
41,[8],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.1125,28.8125,630.4375,28.8125,70.4375,True
42,[8],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.2,29.0125,659.45,29.0125,19.45,True
43,[8],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.4625,29.475,688.925,29.475,48.925,True
44,[8],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.55,30.025,718.95,30.025,78.95,True
45,[9],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.1375,30.1625,749.1125,30.1625,29.1125,True
46,[9],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.6875,30.85,779.9625,30.85,59.9625,True
47,[9],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.675,31.525,811.4875,31.525,11.4875,True
48,[9],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.4625,31.9875,843.475,31.9875,43.475,True
49,[9],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.2375,32.225,875.7,32.225,75.7,True
