,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,255,0,0,0.3625,0.3625,0.3625,[0],[0],[0],[0],[0],[0],[0],[0]
1,[0],10,5,1,100,80,255,0,1,0.2125,0.575,0.9375,[0],[0],[0],[0],[0],[0],[0],[0]
2,[0],10,5,1,100,80,255,0,2,1.05,1.625,2.5625,[0],[0],[0],[0],[0],[0],[0],[0]
3,[0],10,5,1,100,80,255,0,3,0.8,2.425,4.9875,[0],[0],[0],[0],[0],[0],[0],[0]
4,[0],10,5,1,100,80,255,0,4,0.3125,2.7375,7.725,[0],[0],[0],[0],[0],[0],[0],[0]
5,[0],10,5,1,100,80,255,1,0,0.6875,3.425,11.15,[0],[0],[0],[0],[0],[0],[0],[0]
6,[0],10,5,1,100,80,255,1,1,1.2125,4.6375,15.7875,[0],[0],[0],[0],[0],[0],[0],[0]
7,[0],10,5,1,100,80,255,1,2,0.8625,5.5,21.2875,[0],[0],[0],[0],[0],[0],[0],[0]
8,[0],10,5,1,100,80,255,1,3,0.1,5.6,26.8875,[0],[0],[0],[0],[0],[0],[0],[0]
9,[0],10,5,1,100,80,255,1,4,0.4125,6.0125,32.9,[0],[0],[0],[0],[0],[0],[0],[0]
10,[0],10,5,1,100,80,255,2,0,0.9375,6.95,39.85,[0],[0],[0],[0],[0],[0],[0],[0]
11,[0],10,5,1,100,80,255,2,1,0.8875,7.8375,47.6875,[0],[0],[0],[0],[0],[0],[0],[0]
12,[0],10,5,1,100,80,255,2,2,0.5,8.3375,56.025,[0],[0],[0],[0],[0],[0],[0],[0]
13,[0],10,5,1,100,80,255,2,3,0.7,9.0375,65.0625,[0],[0],[0],[0],[0],[0],[0],[0]
14,[0],10,5,1,100,80,255,2,4,1.0375,10.075,75.1375,[0],[0],[0],[0],[0],[0],[0],[0]
15,[0],10,5,1,100,80,255,3,0,0.825,10.9,86.0375,[0],[0],[0],[0],[0],[0],[0],[0]
16,[0],10,5,1,100,80,255,3,1,0.175,11.075,97.1125,[0],[0],[0],[0],[0],[0],[0],[0]
17,[0],10,5,1,100,80,255,3,2,0.45,11.525,108.6375,[0],[0],[0],[0],[0],[0],[0],[0]
