,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.4875,2.025,7.3125,2.025,7.3125,[0]
1,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.6375,3.95,23.4,3.95,23.4,[0]
2,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.95,6.625,50.825,6.625,50.825,[0]
3,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.05,9.7625,94.2875,9.7625,14.2875,[0]
4,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.1125,13.5625,153.025,13.5625,73.025,[0]
5,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.625,16.8625,232.5375,16.8625,72.5375,[0]
6,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.25,18.6625,322.6,18.6625,2.6,[0]
7,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.025,22.575,428.075,22.575,28.075,[0]
8,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.075,25.3,550.5,25.3,70.5,[0]
9,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.4,29.2125,689.5625,29.2125,49.5625,[0]
